League	GP	G	A	PTS	PGP	PG	PA	PPTS	Proj_PTS/GP	Position	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G	Year	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G	Height	Weight
WHL	72	10	27	37	0	0	0	0	AHL [0.0, 0.2)	C	-7	47	2	5	2	2	10	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.51	0.65	2004-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	219
WHL	67	1	8	9	0	0	0	0	AHL [0.0, 0.2)	LW	1	238	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.13	3.55	2004-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	210
OHL	68	28	40	68	19	10	6	16	NHL [0.6, 0.8)	C	16	69	11	22	2	3	0	0	7	1	2	4	2	0	2	0	0.0	0	0	0.0	1.0	1.01	2005-06	7	16	4	5	2	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.84	0.84	190.0	220
QMJHL	58	44	72	116	7	5	4	9	NHL [0.6, 0.8)	C	19	92	23	39	2	4	283	283	6	1	11	0	1	0	1	0	0.0	810	403	49.8	2.0	1.59	2005-06	-1	10	1	2	1	0	40	40	1	0	0	0	0	0	0	0	0.0	85	44	51.8	1.29	1.43	182.5	199
WHL	52	26	32	58	15	7	6	13	Other	C	4	44	9	18	2	2	11	0	4	0	4	4	8	4	8	2	50.0	0	0	0.0	1.12	0.85	2005-06	4	10	3	3	0	0	0	0	2	0	3	1	0	0	0	0	0.0	0	0	0.0	0.87	0.67	185.0	204
QMJHL	66	30	54	84	9	2	5	7	Other	LW	3	78	14	31	1	1	205	205	5	1	4	1	4	1	4	1	25.0	1336	688	51.5	1.27	1.18	2005-06	1	12	0	3	0	0	28	28	0	0	1	0	0	0	0	0	0.0	153	71	46.4	0.78	1.33	185.0	210
OHL	64	42	67	109	14	8	15	23	NHL [0.6, 0.8)	C	26	99	23	43	3	4	0	0	10	0	6	5	4	2	4	1	50.0	0	0	0.0	1.7	1.55	2005-06	7	19	2	13	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	1.64	1.36	177.5	185
OHL	62	37	50	87	6	2	0	2	NHL [0.8, 1.0)	RW	19	118	13	14	2	1	1	1	8	0	5	4	2	0	2	0	0.0	0	0	0.0	1.4	1.9	2005-06	-5	13	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.33	2.17	185.0	228
QMJHL	69	39	64	103	17	5	15	20	NHL [0.8, 1.0)	RW	30	64	14	35	4	3	199	199	4	1	6	2	4	1	4	1	25.0	484	223	46.1	1.49	0.93	2005-06	-3	24	3	11	1	0	41	41	1	0	0	1	0	0	0	0	0.0	38	16	42.1	1.18	1.41	177.5	172
OHL	65	24	46	70	10	1	3	4	NHL [0.4, 0.6)	C	19	146	8	20	5	4	7	7	2	0	5	3	11	5	11	2	45.5	0	0	0.0	1.08	2.25	2005-06	0	28	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	2.8	180.0	208
QMJHL	69	33	69	102	4	1	0	1	AHL [0.2, 0.4)	LW	-6	66	17	42	0	1	234	234	4	0	9	3	0	0	0	0	0.0	44	16	36.4	1.48	0.96	2005-06	-2	6	0	0	0	0	8	8	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.25	1.5	182.5	195
OHL	65	26	31	57	6	2	2	4	NHL [0.0, 0.2)	LW	-11	113	8	12	2	0	0	0	5	1	7	0	0	0	0	0	0.0	0	0	0.0	0.88	1.74	2005-06	-3	4	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.67	0.67	182.5	205
QMJHL	34	14	11	25	11	2	5	7	Not_In_NHL_AHL	RW	-8	54	10	4	0	2	89	89	0	0	2	3	1	0	1	0	0.0	221	100	45.2	0.74	1.59	2005-06	-4	8	2	1	0	0	22	22	2	0	1	0	0	0	0	0	0.0	123	55	44.7	0.64	0.73	185.0	191
WHL	51	21	14	35	8	4	4	8	Other	C	4	26	11	9	1	0	1	0	4	0	1	4	1	0	1	0	0.0	0	0	0.0	0.69	0.51	2005-06	0	4	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	0.5	182.5	183
OHL	66	26	64	90	6	2	0	2	AHL [0.4, 0.6)	C	37	32	8	23	3	0	3	3	3	0	4	3	4	1	4	1	25.0	0	0	0.0	1.36	0.48	2005-06	-4	6	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.33	1.0	180.0	190
WHL	64	19	38	57	22	7	9	16	AHL [0.4, 0.6)	C	35	46	3	6	0	0	5	0	0	0	1	6	2	1	2	0	50.0	0	0	0.0	0.89	0.72	2005-06	12	20	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.73	0.91	185.0	190
OHL	67	13	21	34	6	3	0	3	NHL [0.2, 0.4)	C	-9	42	2	3	1	1	4	4	2	1	1	1	1	0	1	0	0.0	0	0	0.0	0.51	0.63	2005-06	-1	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	0.33	185.0	213
WHL	69	28	32	60	6	3	5	8	AHL [0.8, 1.0)	C	17	52	10	10	1	0	13	0	4	0	7	0	4	2	4	2	50.0	0	0	0.0	0.87	0.75	2005-06	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.33	0.0	182.5	195
WHL	62	9	10	19	18	3	4	7	NHL [0.6, 0.8)	LW	4	149	3	2	0	0	5	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.31	2.4	2005-06	7	23	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.39	1.28	190.0	220
WHL	70	27	34	61	6	0	3	3	Other	C	5	69	5	9	0	2	8	0	3	1	1	3	6	1	6	1	16.7	0	0	0.0	0.87	0.99	2005-06	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.33	180.0	190
WHL	72	20	33	53	13	3	4	7	AHL [0.2, 0.4)	C	10	121	10	15	0	0	5	0	2	0	3	4	7	2	7	0	28.6	0	0	0.0	0.74	1.68	2005-06	-6	18	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.54	1.38	180.0	193
QMJHL	68	29	37	66	20	5	14	19	NHL [0.4, 0.6)	LW	39	83	9	12	0	0	158	158	5	0	4	1	1	0	1	0	0.0	145	75	51.7	0.97	1.22	2005-06	11	34	2	5	0	0	56	56	1	0	2	0	0	0	0	0	0.0	90	45	50.0	0.95	1.7	172.5	183
WHL	66	8	25	33	11	1	2	3	Not_In_NHL_AHL	RW	7	52	3	3	0	0	6	0	1	0	1	1	0	0	0	0	0.0	0	0	0.0	0.5	0.79	2005-06	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.27	0.36	180.0	190
QMJHL	68	19	38	57	11	2	2	4	Not_In_NHL_AHL	LW	11	76	4	14	0	0	163	163	3	0	4	4	1	0	1	0	0.0	27	13	48.1	0.84	1.12	2005-06	-1	12	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0.0	4	1	25.0	0.36	1.09	182.5	193
OHL	57	10	10	20	13	5	2	7	AHL [0.6, 0.8)	LW	-1	176	3	2	0	1	2	2	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.35	3.09	2005-06	-2	29	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.54	2.23	192.5	228
OHL	65	14	23	37	13	4	7	11	AHL [0.2, 0.4)	C	-18	75	3	12	2	0	2	2	1	0	3	3	0	0	0	0	0.0	0	0	0.0	0.57	1.15	2005-06	4	18	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.85	1.38	185.0	188
OHL	68	30	38	68	11	4	4	8	Other	LW	11	107	11	18	4	1	43	43	3	0	6	4	3	1	3	1	33.3	0	0	0.0	1.0	1.57	2005-06	-5	22	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.73	2.0	180.0	199
OHL	61	20	20	40	6	1	2	3	NHL [0.2, 0.4)	LW	0	119	6	7	0	0	2	2	4	0	4	3	2	0	2	0	0.0	0	0	0.0	0.66	1.95	2005-06	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	1.67	180.0	204
QMJHL	70	31	39	70	5	1	2	3	Not_In_NHL_AHL	C	7	64	15	16	1	0	138	138	4	1	6	5	2	1	2	0	50.0	940	467	49.7	1.0	0.91	2005-06	-3	4	1	2	0	0	12	12	0	0	0	0	0	0	0	0	0.0	80	34	42.5	0.6	0.8	185.0	200
OHL	65	34	28	62	11	2	6	8	Other	LW	10	61	15	20	0	0	6	6	6	0	4	3	6	1	6	1	16.7	0	0	0.0	0.95	0.94	2005-06	-6	10	2	5	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.73	0.91	182.5	195
OHL	56	35	40	75	6	1	1	2	Not_In_NHL_AHL	C	9	47	12	19	1	1	8	8	5	2	7	7	2	0	2	0	0.0	0	0	0.0	1.34	0.84	2005-06	-4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.33	0.67	175.0	180
QMJHL	70	25	22	47	23	7	5	12	AHL [0.2, 0.4)	LW	29	79	2	3	5	0	180	180	2	0	2	4	0	0	0	0	0.0	383	166	43.3	0.67	1.13	2005-06	9	21	0	0	2	1	50	50	2	0	0	2	0	0	0	0	0.0	82	38	46.3	0.52	0.91	180.0	180
WHL	63	21	17	38	4	0	0	0	AHL [0.2, 0.4)	C	-17	63	7	8	0	0	8	0	3	1	3	1	5	1	5	0	20.0	0	0	0.0	0.6	1.0	2005-06	-2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.0	177.5	167
WHL	71	40	32	72	5	3	1	4	Not_In_NHL_AHL	C	11	125	13	19	5	2	15	0	9	0	7	4	9	4	9	2	44.4	0	0	0.0	1.01	1.76	2005-06	0	10	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.8	2.0	185.0	205
QMJHL	62	18	34	52	17	10	11	21	NHL [0.4, 0.6)	C	20	42	7	8	1	2	154	154	4	1	2	2	6	3	6	0	50.0	959	514	53.6	0.84	0.68	2005-06	3	8	5	8	2	0	58	58	2	1	2	1	0	0	0	0	0.0	378	217	57.4	1.24	0.47	175.0	174
WHL	68	25	23	48	13	8	4	12	NHL [0.2, 0.4)	RW	14	279	8	8	4	0	6	0	3	0	3	5	4	0	4	0	0.0	0	0	0.0	0.71	4.1	2005-06	0	53	5	0	0	0	0	0	2	1	2	1	0	0	0	0	0.0	0	0	0.0	0.92	4.08	180.0	190
QMJHL	68	16	9	25	20	5	3	8	AHL [0.0, 0.2)	LW	-4	69	7	6	0	0	123	123	2	0	1	0	1	0	1	0	0.0	58	30	51.7	0.37	1.01	2005-06	5	12	1	0	0	0	38	38	0	0	0	2	0	0	0	0	0.0	28	19	67.9	0.4	0.6	187.5	220
WHL	56	2	5	7	5	0	0	0	Other	C	-6	87	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.13	1.55	2005-06	-1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.4	185.0	196
QMJHL	68	30	38	68	4	0	2	2	Not_In_NHL_AHL	C	-20	60	13	16	4	2	259	259	7	0	6	3	1	0	1	0	0.0	1045	511	48.9	1.0	0.88	2005-06	0	4	0	1	0	0	11	11	0	0	0	0	0	0	0	0	0.0	61	28	45.9	0.5	1.0	177.5	177
WHL	67	36	14	50	0	0	0	0	NHL [0.6, 0.8)	RW	-2	28	5	4	3	0	9	0	3	0	3	2	4	1	4	1	25.0	0	0	0.0	0.75	0.42	2005-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	170
OHL	66	35	33	68	0	0	0	0	NHL [0.4, 0.6)	RW	-17	139	18	14	3	1	0	0	1	1	1	2	3	1	3	0	33.3	0	0	0.0	1.03	2.11	2005-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	213
OHL	68	26	24	50	0	0	0	0	AHL [0.0, 0.2)	RW	-31	50	11	12	3	2	0	0	1	0	2	1	4	2	4	1	50.0	0	0	0.0	0.74	0.74	2005-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	185
OHL	68	17	26	43	0	0	0	0	AHL [0.6, 0.8)	LW	-19	86	8	16	0	0	1	1	1	0	1	0	4	3	4	1	75.0	0	0	0.0	0.63	1.26	2005-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	219
WHL	65	30	34	64	0	0	0	0	AHL [0.2, 0.4)	RW	5	130	11	13	3	2	16	0	3	0	3	4	7	4	7	3	57.1	0	0	0.0	0.98	2.0	2005-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	205
OHL	58	62	83	145	16	10	21	31	NHL [0.8, 1.0)	RW	42	52	22	53	4	1	0	0	9	2	5	6	10	4	10	1	40.0	0	0	0.0	2.5	0.9	2006-07	2	16	5	13	1	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.94	1.0	175.0	178
OHL	53	35	83	118	16	7	22	29	NHL [0.6, 0.8)	C	32	36	20	50	1	0	0	0	6	1	4	1	10	6	10	3	60.0	0	0	0.0	2.23	0.68	2006-07	1	22	3	11	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	1.81	1.38	177.5	191
QMJHL	59	23	63	86	12	7	17	24	NHL [0.6, 0.8)	RW	-7	26	8	39	1	1	197	197	6	2	4	0	6	2	6	1	33.3	43	17	39.5	1.46	0.44	2006-07	5	6	3	10	0	0	50	50	0	0	1	1	0	0	0	0	0.0	4	1	25.0	2.0	0.5	185.0	214
WHL	69	32	61	93	12	2	8	10	AHL [0.4, 0.6)	C	16	90	17	39	0	1	0	0	2	0	7	5	10	4	10	2	40.0	0	0	0.0	1.35	1.3	2006-07	0	16	0	5	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.83	1.33	177.5	180
OHL	54	26	52	78	5	1	7	8	NHL [0.8, 1.0)	C	-1	24	10	29	3	3	0	0	5	0	3	3	6	0	6	0	0.0	0	0	0.0	1.44	0.44	2006-07	-1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.6	0.8	182.5	195
WHL	71	20	37	57	7	0	3	3	NHL [0.2, 0.4)	C	-3	54	6	27	3	1	0	0	2	1	2	7	5	1	5	0	20.0	0	0	0.0	0.8	0.76	2006-07	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.43	2.0	187.5	183
QMJHL	68	20	35	55	12	9	11	20	Not_In_NHL_AHL	C	-5	82	9	12	0	0	155	155	1	0	2	1	1	0	1	0	0.0	988	456	46.2	0.81	1.21	2006-07	8	6	1	5	1	0	41	41	0	0	1	0	0	0	0	0	0.0	88	41	46.6	1.67	0.5	182.5	172
QMJHL	60	27	52	79	5	4	3	7	AHL [0.2, 0.4)	C	9	63	7	24	1	1	179	179	3	0	1	0	5	3	5	1	60.0	880	371	42.2	1.32	1.05	2006-07	2	2	1	1	0	0	10	10	0	0	1	0	0	0	0	0	0.0	86	35	40.7	1.4	0.4	185.0	190
QMJHL	70	39	44	83	17	12	16	28	NHL [0.6, 0.8)	C	37	75	10	16	0	0	170	170	7	0	6	4	5	1	5	1	20.0	74	41	55.4	1.19	1.07	2006-07	6	22	7	7	0	0	58	58	4	0	2	1	0	0	0	0	0.0	2	0	0.0	1.65	1.29	180.0	200
OHL	68	47	53	100	7	6	9	15	AHL [0.6, 0.8)	LW	9	43	19	33	3	1	0	0	9	1	7	1	7	3	7	0	42.9	0	0	0.0	1.47	0.63	2006-07	-2	9	2	5	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	2.14	1.29	182.5	200
OHL	64	43	32	75	5	3	2	5	AHL [0.4, 0.6)	RW	31	115	5	10	9	4	0	0	3	0	4	4	4	3	4	1	75.0	0	0	0.0	1.17	1.8	2006-07	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	0.0	172.5	170
WHL	56	24	31	55	22	10	16	26	AHL [0.6, 0.8)	LW	20	56	8	12	1	1	0	0	2	0	3	3	4	1	4	1	25.0	0	0	0.0	0.98	1.0	2006-07	14	24	0	7	1	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	1.18	1.09	175.0	180
OHL	65	5	15	20	15	8	9	17	AHL [0.8, 1.0)	LW	12	32	0	3	0	0	0	0	1	0	1	1	1	0	1	0	0.0	0	0	0.0	0.31	0.49	2006-07	8	14	2	3	0	0	0	0	2	1	2	0	0	0	0	0	0.0	0	0	0.0	1.13	0.93	190.0	221
WHL	72	30	26	56	15	1	6	7	NHL [0.0, 0.2)	C	4	51	16	9	2	2	0	0	4	0	4	4	4	0	4	0	0.0	0	0	0.0	0.78	0.71	2006-07	-2	4	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.47	0.27	177.5	185
QMJHL	70	20	35	55	6	1	5	6	Other	C	-6	53	12	14	0	1	176	176	2	1	1	1	4	0	4	0	0.0	611	278	45.5	0.79	0.76	2006-07	-2	4	0	2	0	1	18	18	1	1	0	0	0	0	0	0	0.0	24	13	54.2	1.0	0.67	192.5	218
WHL	68	32	37	69	5	0	3	3	Not_In_NHL_AHL	RW	1	50	16	19	1	0	0	0	2	0	5	2	5	1	5	1	20.0	0	0	0.0	1.01	0.74	2006-07	-6	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	0.8	175.0	189
OHL	53	20	22	42	21	1	5	6	AHL [0.2, 0.4)	RW	0	104	9	11	2	0	0	0	2	0	2	0	4	2	4	1	50.0	0	0	0.0	0.79	1.96	2006-07	-4	50	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.29	2.38	190.0	225
OHL	61	23	36	59	9	2	3	5	NHL [0.2, 0.4)	C	24	41	8	14	0	1	0	0	1	0	6	2	3	2	3	1	66.7	0	0	0.0	0.97	0.67	2006-07	-1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.56	0.44	182.5	196
QMJHL	64	30	37	67	5	1	3	4	Not_In_NHL_AHL	RW	11	117	8	13	1	1	258	258	0	0	5	2	5	1	5	1	20.0	23	7	30.4	1.05	1.83	2006-07	-2	6	1	2	0	0	19	19	0	0	0	0	0	0	0	0	0.0	3	2	66.7	0.8	1.2	177.5	186
OHL	66	23	26	49	4	1	1	2	NHL [0.6, 0.8)	RW	-10	112	7	10	3	0	0	0	0	0	7	2	6	1	6	1	16.7	0	0	0.0	0.74	1.7	2006-07	-9	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	1.0	185.0	183
WHL	63	21	24	45	22	9	11	20	AHL [0.8, 1.0)	RW	26	32	6	7	1	0	0	0	4	1	2	5	0	0	0	0	0.0	0	0	0.0	0.71	0.51	2006-07	12	14	3	2	1	0	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.91	0.64	182.5	200
WHL	61	24	19	43	6	2	5	7	AHL [0.6, 0.8)	LW	1	55	15	4	1	2	0	0	1	0	4	4	4	1	4	1	25.0	0	0	0.0	0.7	0.9	2006-07	-3	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.17	0.67	182.5	190
OHL	67	43	37	80	9	1	4	5	Not_In_NHL_AHL	RW	3	81	12	8	1	1	0	0	4	0	2	5	10	1	10	1	10.0	0	0	0.0	1.19	1.21	2006-07	-7	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.56	1.33	172.5	200
OHL	60	33	25	58	15	4	8	12	Not_In_NHL_AHL	RW	-6	50	20	9	0	0	0	0	3	0	2	0	5	4	5	2	80.0	0	0	0.0	0.97	0.83	2006-07	3	15	2	4	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0	0	0.0	0.8	1.0	177.5	186
WHL	71	21	9	30	18	5	1	6	AHL [0.2, 0.4)	C	3	65	6	1	6	0	0	0	5	0	1	0	2	0	2	0	0.0	0	0	0.0	0.42	0.92	2006-07	-2	22	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.33	1.22	180.0	201
OHL	68	27	38	65	5	2	1	3	AHL [0.4, 0.6)	LW	22	66	8	7	1	5	0	0	3	0	5	4	1	0	1	0	0.0	0	0	0.0	0.96	0.97	2006-07	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.6	0.0	187.5	200
OHL	67	33	33	66	9	4	1	5	NHL [0.2, 0.4)	RW	11	20	12	17	4	1	0	0	6	0	5	2	5	2	5	0	40.0	0	0	0.0	0.99	0.3	2006-07	0	10	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.56	1.11	177.5	185
WHL	72	29	53	82	5	2	3	5	Not_In_NHL_AHL	LW	-5	46	13	35	0	0	0	0	2	1	5	2	6	1	6	0	16.7	0	0	0.0	1.14	0.64	2006-07	-6	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	1.0	0.4	182.5	188
QMJHL	62	23	19	42	4	0	0	0	Not_In_NHL_AHL	RW	-19	51	8	8	0	0	220	220	2	0	2	4	6	1	6	1	16.7	17	9	52.9	0.68	0.82	2006-07	-2	2	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.5	180.0	179
WHL	69	13	13	26	10	2	0	2	Not_In_NHL_AHL	RW	5	114	5	2	0	1	0	0	2	0	2	0	0	0	0	0	0.0	0	0	0.0	0.38	1.65	2006-07	-5	14	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0	0	0.0	0.2	1.4	182.5	198
OHL	68	22	44	66	20	8	10	18	AHL [0.8, 1.0)	C	18	98	8	22	0	2	0	0	4	0	3	3	5	1	5	1	20.0	0	0	0.0	0.97	1.44	2006-07	8	21	1	6	0	0	0	0	0	0	2	3	0	0	0	0	0.0	0	0	0.0	0.9	1.05	175.0	190
WHL	70	4	44	48	6	1	4	5	AHL [0.2, 0.4)	LW	1	42	3	26	0	0	0	0	0	0	0	0	2	0	2	0	0.0	0	0	0.0	0.69	0.6	2006-07	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.0	180.0	168
QMJHL	69	27	21	48	11	0	3	3	Not_In_NHL_AHL	C	15	67	1	4	2	0	144	144	2	1	2	3	3	2	3	0	66.7	1193	581	48.7	0.7	0.97	2006-07	1	14	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0.0	155	68	43.9	0.27	1.27	175.0	176
QMJHL	69	12	38	50	4	0	1	1	Not_In_NHL_AHL	C	-30	47	0	20	2	0	139	139	0	0	2	1	1	0	1	0	0.0	885	418	47.2	0.72	0.68	2006-07	-4	4	0	1	0	0	9	9	0	0	0	0	0	0	0	0	0.0	26	6	23.1	0.25	1.0	185.0	195
QMJHL	70	17	22	39	7	1	1	2	Not_In_NHL_AHL	C	-21	44	8	14	0	0	122	122	3	0	3	0	1	0	1	0	0.0	845	424	50.2	0.56	0.63	2006-07	0	0	1	1	0	0	16	16	0	0	0	0	0	0	0	0	0.0	80	43	53.8	0.29	0.0	177.5	175
OHL	52	4	4	8	15	0	1	1	Not_In_NHL_AHL	LW	-6	25	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.15	0.48	2006-07	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.07	0.4	187.5	205
QMJHL	64	35	55	90	7	8	8	16	Not_In_NHL_AHL	C	12	76	13	25	2	2	177	177	3	0	3	3	5	2	5	1	40.0	1529	908	59.4	1.41	1.19	2006-07	0	10	3	6	1	0	35	35	0	0	0	0	0	0	0	0	0.0	204	112	54.9	2.29	1.43	177.5	192
QMJHL	68	21	23	44	5	5	1	6	AHL [0.4, 0.6)	C	7	46	6	11	2	0	84	84	5	0	2	1	1	1	1	0	100.0	878	418	47.6	0.65	0.68	2006-07	-4	2	2	0	0	0	13	13	0	0	1	1	0	0	0	0	0.0	65	34	52.3	1.2	0.4	172.5	144
OHL	31	6	12	18	16	4	6	10	Not_In_NHL_AHL	C	4	18	1	3	0	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	0.58	0.58	2006-07	7	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.63	1.06	177.5	180
QMJHL	63	18	18	36	4	0	1	1	Not_In_NHL_AHL	LW	-38	118	9	12	0	0	101	101	2	1	6	1	0	0	0	0	0.0	538	259	48.1	0.57	1.87	2006-07	0	2	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0.0	71	31	43.7	0.25	0.5	180.0	185
WHL	72	7	15	22	18	2	0	2	AHL [0.2, 0.4)	RW	-1	76	1	5	2	1	0	0	0	0	0	2	1	1	1	1	100.0	0	0	0.0	0.31	1.06	2006-07	-1	17	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.11	0.94	182.5	200
WHL	61	22	27	49	12	4	4	8	Not_In_NHL_AHL	RW	20	62	4	11	2	0	0	0	4	2	4	2	4	0	4	0	0.0	0	0	0.0	0.8	1.02	2006-07	-4	8	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.67	0.67	177.5	195
WHL	65	13	17	30	0	0	0	0	NHL [0.0, 0.2)	C	-20	148	4	8	1	0	0	0	2	0	4	1	4	3	4	2	75.0	0	0	0.0	0.46	2.28	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	189
QMJHL	14	1	3	4	0	0	0	0	NHL [0.0, 0.2)	C	-2	10	0	0	0	0	25	25	0	0	1	0	1	0	1	0	0.0	99	37	37.4	0.29	0.71	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	188
QMJHL	69	28	36	64	0	0	0	0	AHL [0.4, 0.6)	C	-8	28	12	9	0	2	188	188	2	0	8	1	2	1	2	0	50.0	827	402	48.6	0.93	0.41	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	181
WHL	63	2	2	4	0	0	0	0	AHL [0.0, 0.2)	LW	-6	107	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.06	1.7	2006-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	195.0	235
